492.509544,1345.400051
492.378303,1327.819299
491.662184,1594.853584
493.377123,1658.748406
493.724181,1668.488354
493.636445,1639.428539
494.035034,1743.236552
494.837403,1755.053680
495.708448,1807.067732
496.108182,1757.196935
496.651781,1861.957642
497.820857,1936.198822
497.933935,1941.599307
498.503724,1981.491816
498.741491,2105.047232
499.400656,2103.472370
498.671538,2159.640857
499.242830,2185.554895
499.049103,2182.437378
499.330019,2245.099175
501.080354,1753.450765
501.284499,1798.307657
500.284419,2006.221436
500.174413,2281.479925
500.129016,2376.561364
500.332669,2409.557679
500.772228,2436.011082
500.208517,2467.595953
500.227916,2464.637503
500.234463,2301.271420
500.385513,2437.353431
500.353643,2464.456563
500.353673,2367.325250
500.314058,2417.643334
500.330542,2407.576142
500.350859,2412.846416
500.300926,2418.251603
500.598535,2391.147889
500.822925,2413.250509
500.784652,2442.518689
37.231005,115.660937
37.734459,116.293248
79.166240,229.612866
81.896273,226.922588
85.693968,223.784706
539.668460,2161.416825
530.653499,2196.237338
604.375796,2183.058640
459.421753,2108.320768
437.424852,2088.184256
411.482885,2197.248032
412.087404,2201.570167
467.130067,2194.595643
540.400016,2189.013436
579.356843,2218.943390
616.892257,2235.883611
611.369641,2240.417175
649.587815,2233.952357
679.480609,2229.380449
746.794420,2179.482174
569.238094,1854.216163
686.210388,1938.813326
562.651755,1880.012530
516.977949,1873.274305
522.980579,1878.442028
508.900218,1901.882181
506.930477,1902.926174
503.271844,1885.431858
502.729253,1897.261803
502.464136,1875.395907
501.494867,1838.785660
501.828050,1836.198187
504.585163,1858.733979
504.752884,1888.265411
505.419643,1867.605317
505.401082,1889.111628
506.983050,1900.640698
506.664966,1908.314563
505.747142,1921.366462
508.538906,1889.902840
496.478812,2308.332282
492.507370,2215.763563
659.066681,1963.342181
686.228778,1945.076502
715.174103,1878.999521
716.870191,1815.218619
653.879599,1853.755904
729.007811,1807.224236
775.346440,1789.775540
860.227741,1774.161863
843.307122,1793.877460
834.569457,1787.591714
781.874066,1772.450695
853.844649,1768.502883
891.342409,1718.458405
951.093521,1718.172238
958.660661,1701.732067
1044.224115,1628.478308
1108.525229,1581.093118
1148.103130,1504.863530
512.249582,2282.629933
351.508545,1986.927390
503.306293,2399.444860
529.921917,2296.969534
836.738009,1902.167034
825.627867,1927.535237
843.722765,1918.615494
809.626751,1989.321385
687.828406,2065.774787
521.716217,2377.362894
528.794520,2342.410670
804.696424,2050.250281
771.588993,1916.259312
811.706651,2069.416441
633.415544,2181.510265
777.313090,2154.472655
854.347305,2023.802670
866.046945,1995.285578
1029.561138,1798.520222
1069.351180,1710.108616
